states,scores
222112112210112122010120100021010001202000,"[0, 0, 1, 0, 0, 0, 0]"
202102020210001011000201200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222102021210001011000201200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222102021210001211000201200010100001000000,"[0, -1, 0, 0, 0, 0, 0]"
102100220010001001000100200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
102100220110001001000100200020020000000000,"[0, 0, 0, 0, 0, 0, 0]"
102110220110001001000100200020020000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
102110220110001011000100200020020002002000,"[0, 0, 0, 0, 0, 0, 0]"
102110220111021011000100200020020002002000,"[0, 0, 0, 0, 0, 0, 0]"
102110220111021011002101200020020002002000,"[0, -1, 0, 0, 0, 0, 0]"
200122120011010000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
101020000000000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
101020020100000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
101120020100002000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
101120020100002010000200000000000000000000,"[0, 0, 0, -1, 0, 0, 0]"
200101220010010001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200101220010012001000100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200101220010112001000100200020000000000000,"[0, 0, 0, 0, -1, 0, 0]"
122100120010000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
122100120010002001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201120020012001002100000100000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
201120020212001002100000110000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201120020212001002100200110010000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211120020212001002100200110010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120122212001002100200110010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120122212001202100210110010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120122212001202100210110012000002100000,"[0, 0, 0.0119, 0, 0, 0, 0]"
211121122212001222100210110012000002100000,"[0, 0, 1, 0, 0, 0, 0]"
222120021110001101000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222120021110001101000220200011010002000000,"[0, 0, 0, -1, 0, 0, 0]"
201120120110012000000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120120111012000000100000020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
221120122111012001000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
211102200010020001001000200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220121020011200001110000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121020011202001110100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121021011202001110100200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121121011202001110100200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
220121121011202001110100221020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
220112022010001101000000200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
220112022012001101100000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220112022012001101100210200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221112022012001101100210200020010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221112022012001101100210200021010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221112022012001101100210200021010002201000,"[0, 0, -1, 0, 0, 0, 0]"
200100210010002002000200100010010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210100210010002002000200100010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210100212010002102000200100010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210100212010002102000220100011010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210100212010002102000220100011010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
212100212110002102000220100011010002201000,"[0, 0, 0, 0, 0, 0, 0]"
212100212110022112000220100011010002201000,"[0, 0, -1, 0, 0, 0, 0]"
220121012010001000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121012010001100000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121012011001100000200000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220121212011001100000210000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121212011001100000210000021000002000000,"[0, 0, 0, 0, 0, 0, 0]"
220121212011101100200210000021000002000000,"[0, 0, 0, 0, 0, 0, 0]"
220121212011101101220210000021000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221121212011101101220210000021000002200000,"[0, 0, -1, 0, 0, 0, 0]"
200101120010012000000100000020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
220101120010012001000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
200122010010002001000100200020010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200122110010002001000100200020010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220122111010002001000100200020010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220122111011002201000100200020010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220122111011102201000120200020010002001000,"[0, 0, -1, 0, 0, 0, 0]"
202101110000002000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202121010110002002000100000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222121010110102002000100000020000001000000,"[0, 0, 0, 0, 0, 0, -1]"
201100220010001001000100200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201110220210001011000100200020000002000000,"[0, -1, -1, 0, 0, 0, 0]"
210120220010010001000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211120220012010001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220100221010002201000110200021010001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221100221010002201000110200021010001200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221100221210002211000110200021010001200000,"[0, 0, 0, 0, 0, 0, 0]"
221100221210012211000110200021010001202000,"[0, 0, 0, 0, 0, 0, -1]"
222110121210001201000210200012010002001000,"[0, -1, 0, 0, 0, 0, 0]"
020112000010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
022112000010100000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222112000010100001000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222112000011100001020000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220111220020001001000200100000010000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202110120210000002000000100000010000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220110021010001101000220200020010002001000,"[0, 0, 0, 0, 0, 0, 0]"
222110021110001101000220200020010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222110021110001101000220200022010002101000,"[0, 0, -1, 0, 0, 0, 0]"
200100020020001001000000100000010000002000,"[0, 0, 0, 0, 0, 0, 0]"
202100220120001001000100100020010001002000,"[0, 0, 0, 0, 0, 0, 0]"
202100220120021011000100100020010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222100220120021011000101100020010001002000,"[0, -1, 0, 0, 0, 0, 0]"
200101110020022001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221122211010000001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220111021012001201000210200012010002201000,"[0, 0, -1, 0, -1, -1, -1]"
222111021012101201000210200012010002201000,"[0, 0, -1, 0, 0, 0, 0]"
200121200010010000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121220011010001000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121220011012001000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121221011012001000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121221011012101000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121221011012101000120000021000002000000,"[0, -1, 0, 0, 0, 0, 0]"
210112020010201001000200200010000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
210121020011001001000200000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210121122011001001000200000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
220100211010002101000210200012000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100211010002101000210200012000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110211010002101000210200012000002200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221110211210002101000210200012010002200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221110211210012121000210200012010002200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221110211210012121000212200012010002201000,"[0, 0, 1, 0, 0, 0, 0]"
201120020111001011000200200010020002002000,"[0, -1, 0, 0, 0, 0, 0]"
222111221110001201000210200022010001201000,"[0, 0, -1, 0, 0, 0, 0]"
221120211210001011000200200010000002000000,"[0, -1, -1, 0, 0, 0, 0]"
002101100020000000000000000000000000000000,"[0, -1, 0, 0, 0, 0, 0]"
200121120011000001000000200000020000000000,"[0, 0, 0, 0, 0, 0, 0]"
201121120011002001000000200000020000000000,"[1, 0, 0, 0, 0, 0, 0]"
221100021010001201000210200012010002102000,"[0, 0, 0, 0, 0, 0.03262, 0]"
201121020011001001100200200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221121020111001001100200200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221121022111001011100200200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
221121222111011011100200200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
221121222111011011101200200020020002000000,"[0, -1, 0, 0, 0, 0, 0]"
221101022010000001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
212112022010002101000120200021010002101000,"[0, 0, 0.0119, 0, 0, 0, 0]"
212112022210002111000120200021010002101000,"[0, 0, 0.0119, 0, 0, 0, 0]"
212112022210002111000122200021110002101000,"[0, 0, 0, 0, 0, 0, 0]"
212112222210002111000122200021110002111000,"[0, 0, 0, 0, 0, 0, 0]"
212112222210022111001122200021110002111000,"[0, 0, 0, 0, 0, 0, 0]"
212112222210222111011122200021110002111000,"[0, 0, 0, 0, -1, 0, 0]"
120110021010001202000210100012000002200000,"[0, 0, 0.01785, 0, 0, 0, 0]"
122110021011001202000210100012000002200000,"[0, 0, -1, 0, 0, 0, -1]"
201110010022000000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202120010210002011000101200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222120110210002011000101200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
222120112210012011000101200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
222120112212012011000101200020010001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222120112212012211000101200020010001001000,"[0, 0, 0, 0, 0, 0, 0]"
222120112212012211002111200020010001001000,"[0, 0, 0, 0, 0, 0, 0]"
222122112212012211002111200020110001001000,"[0, -1, 0, 0, 0, 0, 0]"
221110221110001221000210200012010002201000,"[0, 0, -1, 0, 0, 0, 0]"
210120112010002100000200000010000002000000,"[0, 0, 0, 0, 0, 0, 0]"
210122112011002100000200000010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210122112011102100000220000010000002000000,"[0, 0, 0, 0, 0, -1, 0]"
201110210012021001000200200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110211012021001000200200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
221110211212021001100200200020000001000000,"[0, 0, 0, -1, 0, 0, 0]"
221100011220000010000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221120011220000011000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221120011222000111000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
212110020110002001000100000020000002000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
212110022110002011000100000020000002000000,"[0, -1, -1, -1, 0, 0, 0]"
220102021020001201000110100022000001100000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222102021120001201000110100022000001100000,"[0, 0, -1, 0, 0, 0, 0]"
212102100010000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212102120010001000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212102120010001001000200000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200111220010000001000000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220111220011000001000000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222111221011000001000000200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
110122000010000002000000000000000000000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
120120022011002101000100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
120121022011002101000100200020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
120121022011102101000100200020020000000000,"[0, 0, 0, 0, 0, 0, 0]"
120121022011102101010100200020020000002000,"[0, 0, 0, 0, 0, 0, 0]"
120121222011102101110100200020020000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
121121222011102101110100200020020002002000,"[0, -1, 0, 0, 0, 0, 0]"
210120020011000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121020011002000000000000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
200112100010000002000000100000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210112120010000002000000100000020000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202101200010000001000000200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
202101210010200001000000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202101210110202001000000200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
202101210110202001000100200000010000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212101210110202001000100200020010000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212101210110202001010100200020010002002000,"[0, -1, 0, 0, 0, 0, 0]"
202011020100001000000000000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
202111020100001000000200000000000000000000,"[-1, -1, 0, 0, 0, 0, 0]"
221100020010002001000100200010000000000000,"[0.03752, 0, 0, 0, 0, 0, 0]"
221100020110002001000100200010000002000000,"[0, 0.03544, 0, 0, 0, 0, 0]"
221100022110002011000100200010000002000000,"[0, 0, 0.02351, 0, 0, 0, 0]"
211122020110001001000100200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
211122022110001011000100200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
102102020100002010000100000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
102122120100002010000100000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
102122120102002010000101000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
112122120102002010000101000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
112122121102002010000101000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
202111220210001011000201200010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
210110212010002101000120200010020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210110212010002101000120200012020002001000,"[0, 0, 0, 0, -1, 0, 0]"
210121021012002001100100200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121021012002101100100200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211121021012002101100120200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
200120120020001001000100100020020001000000,"[0, 0, 0, 0, 0, 0, 0]"
200120120021021001000100100020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120120021021001001100100020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120122021021101001100100020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120122021021101001120100021020001000000,"[0, 0, 0, 0, 0, 0, 0]"
220122122021021101101120100021020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220122122021021101101120110021020001200000,"[0, 0, -1, 0, 0, 0, 0]"
200100120010012001000100200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200101120010012001000100200020020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201101120010012001000100200020020002000000,"[0, -1, 0, 0, 0, 0, 0]"
221100121210001201000210200012010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221110121210021201000210200012010002000000,"[0, 0, 0, -1, 0, 0, 0]"
202111200010000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202111200010020001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221112120110002000000100000020000000000000,"[0.04619, 0, 0, 0, 0, 0, 0]"
221112120111002000000100000020000002000000,"[0, 0.04632, 0, 0, 0, 0, 0]"
221112122111002000100100000020000002000000,"[0, 0, 0, 0, 0.03674, 0, 0]"
220100021010002101000110200000020000000000,"[0, 0, 0, 0, 0, 0, -1]"
220111022012001101100210200012000002000000,"[0, -1, 0, 0, 0, 0, 0]"
212102010110102002020100101020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212112012110102002020100101020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212112012110102212020100101020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
210120110010000001000000200000020000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210120111010002001000000200000020000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210120111010002001000200200010020000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210120111011002001000200200010020002002000,"[0, 0, 0, 0, 0, 0, 0]"
210120111011002201000210200010020002002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120111011002201000210200012020002002000,"[0, -1, 0, 0, 0, 0, 0]"
202111020210001001000200200010000000000000,"[0, 0, 0, -1, 0, 0, 0]"
202120210110002001000100200010000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212121012012002101100100200020010002000000,"[0, -1, 0, 0, 0, 0, 0]"
221102020110201001000100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221102020110201011000100200020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201120200110020000001000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201121220110020000001000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201121220110022000001100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201121220111022000001100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201121220111022001001100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221100020210001001000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221100022210001101000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202110020010002001000100200000010000000000,"[0.03688, 0, 0, 0, 0, 0, 0]"
202112020110002001000100200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212112020110002001000100200020010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212112021110002001000100200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212112021110002201000100200020010002001000,"[0, -1, 0, 0, 0, 0, 0]"
202111020010002000000100000000000000000000,"[-0.43215, -1, 0, 0, 0, 0, 0]"
202111020010102000000100000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
202111220010102001000100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202101020110000002000000100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202101020110002002000100100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202101020110002002000100100020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
202101120110002022000100100020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222101120110102022000100100020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
202110000210000001000000000000000000000000,"[0, 0, 0, 0, -1, 0, 0]"
222100211010002001000100000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200120020010001001000100200000020000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201120020010001001000100200020020000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201120020110001001000100200020020002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120020111001001000100200020020002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120022111001011000100200020020002001000,"[0, -1, 0, 0, 0, 0, 0]"
200112020011000001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210112020011002001000000200000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
201120220010001001000000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201120220010001001000200200010010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201120220110001001000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120220110001011000200200010010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221120220110011011000202200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120222110011011000202200010110002000000,"[0, -1, 0, 0, 0, 0, 0]"
220122011010002101000100200020010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220122011010102101000100200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220122011011102101000120200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220122011011102101100120200022010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221122011011102101100120200022010002200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221122011211102101110120200022010002200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221122011211102121110120210022010002200000,"[0, 0, -1, 0, 0, 0, 0]"
221112120110012010000102000020000002000000,"[0, 0, 0.06122, 0, 0, 0, 0]"
212100110010002000000200000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212100112010002100000200000020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
212100112010002102000210000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212100112010002102000210100022000001000000,"[0, 0, 0, 0, 0, 0, 0]"
212110112010002102000210100022020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212110112010002102000210100022020001201000,"[0, 0, -1, 0, 0, 0, 0]"
200101020010001002000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200101020010001002000200000010000000000000,"[0, 0, 0, 0, 0, 0, 0]"
200111020010001002000200200010000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221112110000002000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221112110000002000000200000010000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221112111000002000000200000010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221112111001002200000200000010000002000000,"[0, 0, 0, 0, 0, 0, 0]"
221112111001102200200200000010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221112111011102200200220000010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
210100220010012001000100200020010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211100220010012001000100200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211100222010012101000100200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211100222010012101001120200020010002000000,"[0, -1, 0, 0, 0, 0, 0]"
212100020010001001000200200020010000001000,"[0, 0, 0, 0, 0, 0, 0]"
212120020110001001000200200020010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212120020110001011000200200020010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212120022110001011000201200020010002001000,"[0, -1, 0, 0, 0, 0, 0]"
221112021211002101000110200022010002102000,"[0, 0, 0.01785, 0, 0, 0, 0]"
221112121211002121000110200022010002102000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221112121211002121000112200022110002102000,"[0, 0, 0, 0, 0, 0, 0]"
221112121211002121200112200022110002112000,"[0, 0, 0, 0, 0.0119, 0, 0]"
221112121211102121200112220022110002112000,"[0, 0, 0, 0, 0, 0, 0]"
221112121211122121200112220022111002112000,"[0, 0, 0, 0, 0.0119, 0, 0]"
221112121211122121201112220022111002112200,"[0, 0, 0, 0, 0, 0.0119, 0]"
221112121211122121221112221022111002112200,"[0, 0, 0, 0, 0, 0.0119, 0]"
221112121211122121221112221022111202112210,"[0, 0, 0, 0, 0, 0, 0.0119]"
221112121211122121221112221222111212112210,"[0, 0, 0, 0, 0, 0, 0.0119]"
112102022110102011000201200010200002000000,"[0, -1, 0, 0, 0, 0, 0]"
220101221010001201000210200021010001200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222101221110001201000210200021010001200000,"[0, 0, -1, 0, 0, 0, 0]"
222101121110002201000100200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
222101121110202201000110200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
222101121110202201020110200020010001000000,"[0, -1, 0, 0, 0, 0, 0]"
221110020112002011200100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200122100010100000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200122120011100000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220111022010101201000200200010010002000000,"[0, 1, 0, 0, 0, 0, 0]"
221110121010001201000220200010000002000000,"[0, -1, -1, -1, -1, 0.03581, 0]"
212102121110002201000100200010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212102121110012201000120200010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212102121110012201000120200012000002100000,"[0, 0, 0.0119, 0, 0, 0, 0]"
212102121110012221001120200012000002100000,"[0, 0, 0, 0, 0, 0, 0]"
212122121110012221001120200012010002100000,"[0, 0, 0, 0, 0, 0, 0]"
212122121110212221011120200012010002100000,"[0, 0, -1, 0, 0, 0, 0]"
220102221010001201000210200011010001200000,"[0, 0, 0, 0, 0, 0, 0]"
220112221010001201000210200011010001202000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222112221110001201000210200011010001202000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222112221110011221000210200011010001202000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222112221110111221000212200011010001202000,"[0, 0, 0, 0, 0, 0, 0]"
222112221110111221001212200011210001202000,"[0, 0, 1, 0, 0, 0, 0]"
202121200010010001000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202121220010011001000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212121220012011001000000000000000000000000,"[0, 0, -1, 0, 0, 0, 0]"
212121021110001101000200200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
212121021110201101010200200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221120121010001001000200200010020000000000,"[0, 0, 0, 0, 0, 0, 0]"
221120121012001001100200200010020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221120121012001101100200200010020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221121121012001101100220200010020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221121121012001101100220210012020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221121121012001101100220210012021002200000,"[0, 0, 0, -1, 0, 0, 0]"
202120020011001001000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222120020111001001000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222120022111001011000200200010000001000000,"[0, 0, 0, 0, 0, 0, 0]"
222121022111001011000202200010000001000000,"[0, -1, 0, 0, 0, 0, 0]"
211100222010002102000100100020010002001000,"[0, -1, 0, 0, 0, 0, 0]"
200122120011100002000000100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200122120011102002010000100000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
