states,scores
212101220110002001000000000000000000000000,"[0, 0, 0, 0, 0, -1, 0]"
210100220010001001000200200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211100221010001001000200200020010000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211100221010011001000200200020010002002000,"[0, 0, 0, 0, 0, 0, 0]"
211100221010011201000210200020010002002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211100221110011201000210200022010002002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211100221110011211000210200022010002202000,"[0, 0, -1, 0, 0, 0, 0]"
220100211010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220100211010002000000100000000000000000000,"[0.02083, 0, 0, 0, 0, 0, 0]"
221100211010002000000100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
000101000000200000000000000000000000000000,"[0.02232, 0, 0, 0, 0, 0, 0]"
220121120011102001110100202020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121122011102101110100202020000002000000,"[0, 0.03112, 0, 0, 0, 0, 0]"
221121122011102101110120202020000002000000,"[0, 0, -1, 0, 0, 0, 0]"
200102210010112001000000200000000000000000,"[0.04476, 0, 0, 0, 0, 0, 0]"
210102210010112001000200200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211102210010112001000200200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211102210010112001001200200020020000000000,"[1, 0, 0, 0, 0, 0, 0]"
220110021010000001000000200000000000000000,"[0.02321, 0, 0, 0, 0, 0, 0]"
220111021012000001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220111021012002001000100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220111021012002101000100200020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220111021012102101000100200020020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220111021012102101000110200020020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220111021012102101000110200022020002100000,"[0, 0, 0, 0, -1, 0, 0]"
202111220111001001000200200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202111220111001011000200200020000002000000,"[0, 0, 0, 0, 0, 0, 0.02472]"
222111220111001011100200200020000002000000,"[0, -1, -1, -1, -1, -1, -1]"
222111222111011011100200200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222111222111011211100200200020010002000000,"[0, 1, 0, 0, 0, 0, 0]"
201110020010002000000000000000000000000000,"[1, 0, -1, 0, 0, 0, 0]"
221112020111002011100102200020000002000000,"[0, 0, 0, 0, 0.01785, 0, 0]"
000101200020000001000000000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
201101200020000001000000000000000000000000,"[-1, -1, 0, 0, 0, -1, 0]"
202110120110002010000100000020000002000000,"[0, 0.02083, 0, 0, 0, 0, 0]"
222110120111002010000100000020000002000000,"[0, 0.0119, -1, 0, 0, 0, 0]"
222100221010001101000100200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222100221010001101000120200021000001000000,"[0, -1, -1, 0, 0, 0, 0]"
201102020010000001000000200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
201102020010002001000100200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
211102020010002001000100200020010000000000,"[0, 0.0119, -1, 0, 0, 0, 0]"
221102021110101221020210201012010002201000,"[0, 0, -1, 0, -1, -0.4381, -0.65138]"
220100221010021101000210200010010002000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
220100221010021101000210200012010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220100221010021101001210200012010002201000,"[0, 0, 0.02321, 0, 0, 0, 0]"
222110221010021101001210200012010002201000,"[0, 0, -1, 0, 0, 0, 0]"
222110221211021101001210200012010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222110221211021121001211200012010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222110221211021121101211200012210002201000,"[0, 0, 0, 0, 0, 0, 0]"
222110221211021121101211220012211002201000,"[0, 0, 0, 0, 0, -1, 0]"
201110120210001011000200200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110120210001011000201200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
211122022010001101000110200020000002000000,"[0, -1, -1, 0.03797, 0, 0, 0]"
202100020210001011000000200000010000000000,"[0.03277, 0, 0, 0, 0, 0, 0]"
212100020210001011000200200010010002000000,"[0, 0, 0, 0, 0, 0, 0]"
212121020210001011000200200010010002000000,"[0, -1, 0, 0, 0, 0, 0]"
201110020211001011000200200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110020211001011100200200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
221110220211001011100200200020010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221110220211011011100200200020010002002000,"[0, -1, 0, 0, 0, 0, 0]"
212102120010000001000000000000000000000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212102120010001001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212102120110001001000200200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212102121110021001000200200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212102121110021101000200200020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
210100020000001000000200000010000000000000,"[0.02321, 0, 0, 0, 0, 0, 0]"
210100021000001000000200000010000002000000,"[0, 0.02321, 0, 0, 0, 0, 0]"
210100021000001200000210000010000002000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
210101021000001200000210000012000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210111021000001200000210000012000002200000,"[0, 0, -1, 0, 0, 0, 0]"
200101210010200000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
201101210010202000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
010112000020000000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
220100221010011001000200200010000000000000,"[0.02351, 0, 0, 0, 0, 0, 0]"
220100221010011101000200200010000002000000,"[0, 0.01726, 0, 0, 0, 0, 0]"
220100221010011101000220200011000002000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
221100221010011101000220200011000002200000,"[0, 0, 0, 0.0119, 0, 0, 0]"
211101120210002000000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211101122210002100000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221120121010001001000200200010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120121010001201000210200010000002000000,"[0, 0, 0, 0, 0, 0, 0]"
201110220110001021000200200010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110221110001021000200200010000002000000,"[0, -1, -1, -1, -1, -1, -1]"
220120100010000001000000000000000000000000,"[-1, -1, -1, 0, 0, 0, 0]"
210100212010000000000000000000000000000000,"[0.02901, 0, 0, 0, 0, 0, 0]"
210100212010002000000100000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
210100212010002100000100000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211100212010022100000100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200101220010001001000100200020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220101221010001001000100200020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220101221010001101000100200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221101221010001101000120200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
220102021010002101000100200000010000000000,"[0.04908, 0, 0, 0, 0, 0, 0]"
220102021010002101000110200020010000000000,"[0, 0.04773, 0, 0, 0, 0, 0]"
201100120010000002000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100120110000002000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100120110002002000100000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
221110120110002002000100000020000000000000,"[0, 0, 0, 0, 0, 0.02351, 0]"
222101020010001001000100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222101020110001001000100200020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222101020110001011000100200020020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222111020110001011000100200020020002000000,"[0, 0, 0, 0, 0, 0, 0]"
222111020110001011000101200020020002002000,"[0, -1, 0, 0, 0, 0, 0]"
211120020010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211120020010002000000100000000000000000000,"[0.02195, 0, 0, 0, 0, 0, 0]"
211120022010002000000100000010000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211120022010002100000100000010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221100121110002020000100000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221110121110002020000100000020000002000000,"[0, -1, -1, -1, -1, 0, -1]"
211102220010002001000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211102220110002001000100000020000000000000,"[0.02306, 0, 0, 0, 0, 0, 0]"
211102221110002001000100000020000002000000,"[0, -1, -1, 0, 0, -1, 0]"
220102221010001101000100200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
221102221010001101000120200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
221102221010001101000120200021020001000000,"[0, -1, 0, 0, 0, 0, 0]"
211122021110001101000220200010020002000000,"[0, -1, -1, 0, 0, 0, -1]"
211122021110001101000220200012020002100000,"[0, 0, -1, 0, 0, 0, 0]"
221120020010001001000100200010020000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
221121020010001001000100200010020002000000,"[0, 0, 0, 0, 0, 0, 0]"
221121020110201001000100200010020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221121022110201011000100200010020002000000,"[0, 0, -1, 0, 0, 0, 0]"
210101022010001000000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210101222010001000000200000010000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211101222010001000000200000010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
200101020010002002000100100000010000002000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200111020010002002000100100020010000002000,"[-1, 0, 0, 0, 0, 0, 0]"
221121022011101201000210200010000002000000,"[0, 0, 0, 0.03555, 0, 0, 0]"
221121022211101201100210200010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
200001120000100000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200001120000102000000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200101120000102000000100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221101121110111221000221200012220002102000,"[0, 0, -1, 0, -1, -0.4381, -1]"
220100211010002201000110200020020001001000,"[0, 0, 0, 0, 0, 0, 0]"
220120211010002201000110200021020001001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120211011002201000110200021020001201000,"[0, 0, 0, 0, 0, 0, 0]"
220121211011022201000110200021020001201000,"[0, 0, 0, 0, 0, 0, 0]"
220121211011222201100110200021020001201000,"[0, 0, -1, 0, 0, 0, 0]"
202110100000000000000000000000000000000000,"[0, 0, 0, 0, 0, 0.05846, 0]"
220110200010000001000000000000000000000000,"[-1, -1, -1, 0, -1, 0, 0]"
220110220010001001000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220110220010011001000200000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200101010010002000000200000000000000000000,"[0.04056, 0, 0, 0, 0, 0, 0]"
200101010010002000000200000020000001000000,"[0, 0.02438, 0, 0, 0, 0, 0]"
200101010010002002000200100020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
210101210010002002000200100020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210101212010002102000200100020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210101212010002102000220100021000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210101212010102102000220100021000001200000,"[0, 0, 0.0119, 0, 0, 0, 0]"
212101212110102102000220100021000001200000,"[0, 0, 0, 0, 0, 0, 0]"
212101212110122102000220100021010001200000,"[0, 0, -1, 0, 0, 0, 0]"
220100221010001101000200200020010001000000,"[0, 0, 0, 0, 0, 0, 0]"
220100221010001101000210200020010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220100221010001101000210200022010001102000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222100221110001101000210200022010001102000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222100221110001121000211200022010001102000,"[0, 0, 0, 0, 0, 0, 0]"
222100221110001121000211200022210001112000,"[0, 0, 0, 0, -1, 0, 0]"
211102020010201001000100200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211102122010201001000100200020010002000000,"[0, -1, 0, 0, 0, 0, 0]"
020101200010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
020121200010000001000000000000000000000000,"[0, -1, 0, 0, 0, 0, 0]"
201120020110002000000100000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
211122020110002000000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211122020110002001000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211122020111002001000100000020000002000000,"[0, 0, -1, 0, 0, 0, 0]"
200102020010101001000000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
200102020010101001020000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200102020010101001020200200010010000000000,"[0, 0, 0, 0, 0, 0, 0]"
212102020010101001020200200010010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212102120010101001020200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212102122010101101020200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212102122010101101020220200011010002000000,"[0, 0, 0, 0, 0, 0, 0]"
212102122010121101020220200011010002100000,"[0, 0, 0, 0, 0, 0, 0]"
212122122011121101020220200011010002100000,"[0, 0, -1, 0, 0, 0, 0]"
221110221110001221000210200012010002000000,"[0, -1, 0, 0, -1, 0, 0]"
212100010110002001000100200020010002002000,"[0, -1, -1, 0, -1, 0, 0]"
211100021010001001000200200020020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201110020010002002000100000000000000000000,"[0, 0, 0, 0, 0, -1, 0]"
200201010010102000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210201010010102000000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210201010010102000000200000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210201012010102100000200000020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
210201212010102100010200000020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
212201212110102100010200000020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
100201000010000002000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
100201020010000002000000100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
100201020010002002000100100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
100201020010002002000100100020010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
110201020010002002000100100020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
110201022010002102000100100020010002000000,"[0, 0, 0, 0, 0, 0, 0]"
110201022010002102000120100021010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
110201022010002102000120100021010002201000,"[0, 0, 0, 0, 0, 0, 0]"
110211222010002102000120100021010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
112211222110002102000120100021010002201000,"[0, 0, 0, 0, 0, 0, 0]"
112211222110002122000121100021010002201000,"[0, 0, 0, 0, 0, 0, 0]"
112211222110212122000121100021010002201000,"[0, 0, 0, 0, 0, 0, 0]"
112211222110212122020121101021010002201000,"[0, 0, 0, 0, 0, 0, 0]"
112211222110212122020121101021110202201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
112211222110212122020121101021110202221010,"[0, 0, 0, 0, 0.0119, 0, 0]"
112211222112212122021121101021110202221010,"[0, 0, 0, 0, 1, 0, 0]"
220112020010001001000100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220112021010001001000100200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220112021010001101000100200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221112021010001101000120200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
200120020010001001000200200010010002001000,"[0, 0, 0, 0, 0, 0, 0]"
220121020010001001000200200010010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121022010001101000200200010010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121022010001101000220200011010002001000,"[0, 0, 0, 0, 0, 0, 0]"
222121022011001101000220200011010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222121022011101101000220200011010002201000,"[0, 0, -1, 0, 0, 0, 0]"
201110020111002001000100200020020002000000,"[0, 0.02767, 0, 0, 0, 0, 0]"
201110220111002001100100200020020002000000,"[0, 0.02321, 0, 0, 0, 0, 0]"
221110220111002011100100200020020002000000,"[0, 0.0119, 0, 0, -1, 0, 0]"
221110222111012011100100200020020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110222111012211101100200020020002000000,"[0, 1, 0, 0, 0, 0, 0]"
100100200010020000000000000000000000000000,"[0.03395, 0, 0, 0, 0, 0, 0]"
100100220010020001000000000000000000000000,"[0.02351, 0, 0, 0, 0, 0, 0]"
110100220010022001000000000000000000000000,"[0.02083, 0, 0, 0, 0, 0, 0]"
110100220010022001000200000010000000000000,"[-1, -1, 0, 0, -1, 0, 0]"
221100021110000002000000000000000000000000,"[0.02083, 0, 0, 0, 0, 0, 0]"
221100021110002002000100000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221120021110002012000100000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
010122000010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
210122000011000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
210122020011100000000000000000000000000000,"[0.01726, 0, 0, 0, 0, 0, 0]"
210122020011102000000100000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
210122020011102000000100000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210122022011102100000100000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210122022011102101000120000020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
201100220010001001000100200020020001000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
221100221010001001000100200020020001000000,"[0, 0, 0, 0, 0, 0, 0]"
221100221010021101000100200020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221100221010021101000120200021020001000000,"[0, 0, 0, 0, -1, 0, 0]"
201100120010001001000200200020000000000000,"[0.02083, 0, 0, 0, 0, 0, 0]"
201102120010001001000200200020000001000000,"[0, 0.02321, 0, 0, 0, 0, 0]"
221102121010001001000200200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
221102121010101201000200200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221102121010101201000220200021000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221102121110101201000220200021000001200000,"[0, 0, 0, 0, -1, 0, 0]"
221122020110001001000100200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221122020112001001100100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221122020112001001100100200020010000000000,"[0, 0, 0, 0, 0, 0, 0]"
221122020112001011100100200020010002000000,"[0, -1, 0, 0, 0, 0, 0]"
210001000000000000000000000000000000000000,"[0.07516, 0, 0, 0, 0, 0, 0]"
210101220010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220100121010002001000100200020000001000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
220101121010002201000100200020000001000000,"[0, -1, -1, 0, 0, 0, 0]"
201102010010002002000100100020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201102010110002002000100100020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
211122010110002002000100100020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
202110010012000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
202112010012001000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202112010012101000000200000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
202112010112101002000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202112010112101002010200000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
202112010112101002010200002020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
202120020010001001000000200000010000001000,"[0.02471, 0, 0, 0, 0, 0, 0]"
202120020010001001000200200010010000001000,"[0.02857, 0, 0, 0, 0, 0, 0]"
202122020110001001000200200010010000001000,"[0, 0, 0, 0, 0, 0, 0]"
212122220110001001000200200010010000001000,"[0, 0, 0, 0, 0, 0, 0]"
212122221112001001000200200010010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212122221112001011000200200010010002001000,"[0, -1, 0, 0, 0, 0, 0]"
222111022010001101000210200011020002000000,"[0, -1, -1, -1, -1, -1, -1]"
202111020210001001000000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
220100021010002001000100200020010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220100221010002101000100200020010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220100221010002101000110200020010002001000,"[0, 0.01785, 0, 0, 0, 0, 0]"
220110221010002101000110200022010002001000,"[0, 0, 0, 0, 0, 0, 0]"
212110021210000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212110021210000020000001000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212110121210002020000001000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
210122012011002101000120200022010002101000,"[0, 0, -1, 0, 0.0119, 0, 0]"
210122012011202101100120200022010002101000,"[0, 0, 0, 0, 0, 0, 0]"
211122212011202101100120200022010002101000,"[0, 0, -1, 0, 0, 0, 0]"
122100000010000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
122100020110000000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
122100020110002010000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
122100020110002010000200000010000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
122100020110002011000200000010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
122100022110002111000200000010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
122100022110002111000220000011000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
122100022110002111000221000011000002200000,"[0, 0, 0, 0, 0, 0, -1]"
200010000001000000000000000000000000000000,"[0.05422, 0, 0, 0, 0, 0, 0]"
200110020001000000000000000000000000000000,"[0.06688, 0, 0, 0, 0, 0, 0]"
222112020111001001000200000000000000000000,"[0, 0, 0, -1, 0, 0, 0]"
210110022010001101000220200010000002000000,"[0, -1, 0.06556, 0, -1, 0, 0]"
222100021010002201000110200021010001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222100021110002201000110200021010001200000,"[0, 0, -1, 0, 0, 0, 0]"
210102020010001000000000000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
210102120010001000000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210102120010001001000200000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
210102121010001001000200200020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211102121010001001000200200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211102121110001201000200200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
211102121110001201000210200020020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211102121110101201000210200022020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211102121110101201000210200022020002201000,"[0, 0, -1, 0, 0, 0, 0]"
221110020111002001000100200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110022111002001100100200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221110021110001221000210200012000002000000,"[0, -1, 0.0434, 0, 0, 0, 0]"
211102020010201001000200200010010002000000,"[0, -1, -1, 0, 0, 0, 0]"
220120021011002101000110200022010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121021011002101000110200022010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121021011002101100110200022010002002000,"[0, 0, 0, 0, 0, 0, 0]"
221121221011002101100110200022010002002000,"[0, -1, 0, 0, 0, 0, 0]"
201122010110002001000000200000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
201122010111002001000200200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221120210010001001000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120212010001101000200200010010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221120212010001101000210200010010002002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120212010001101000210200012010002102000,"[0, 0, -1, 0, 0, 0, 0]"
200120000011000001000000200000000000000000,"[0.03288, 0, 0, 0, 0, 0, 0]"
201120000011000001200000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
201122000011000001200000210000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201122020111000001200000210000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200110020020001001000200100000000000000000,"[0.02083, 0, 0, 0, 0, 0, 0]"
201110020020001001000200100020000000000000,"[-1, -1, -1, -1, 0, 0, 0]"
202110020011001001000200200020010000000000,"[0.05288, 0, 0, 0, 0, 0, 0]"
212110020011001001000200200020010002000000,"[0, 0.02351, 0, 0, 0, 0, 0]"
212111022011001001000200200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212111022011101201000200200020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212111022011101201000220200021010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212111022011101201010220200021010002200000,"[0, 0, -1, 0, 0, 0, 0]"
221100021010002101000100200020010002000000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221102021010002101000110200020010002000000,"[0, -1, -1, 0, 0, 0, -1]"
011100200020000000000000000000000000000000,"[-1, -1, 0, 0, -1, 0, 0]"
011100200120000002000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211100200120000012000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
222100221110000110000020000001000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222100221110001112000020000001000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222100221110001112000221000001000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
222101020110002010000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222111020110002010000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222111020111002010000100000020000002000000,"[0, -0.4381, -0.17259, -1, 0.0119, 0, 0]"
222111020111002011000102000020000002000000,"[0, 0, 0, 0, 0, -0.20268, 0]"
212120010110002001000100200020000000000000,"[0, 0, 0.01785, 0, 0, 0, 0]"
212120010111002001000100200020000002000000,"[0, 0, 0, 0, 0.0119, 0, 0]"
220100021010002101000000200000010000000000,"[1, 0, 0, 0, 0, 0, 0]"
200102010010002001000100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210102010010002001000100200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210102011010002001000100200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210112011010002201000100200020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210112011010002201000120200021000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210112011011002201000120200021000002200000,"[0, 0, -1, 0, 0, 0, 0]"
